0.5 0.1; 135.0 45.0 30.0 30.0; 0.1 0.1 0.1 0.1
0.5 0.1; 134.94270422 44.94270422 30.05729578 30.05729578; 0.101 0.101 0.101 0.101
0.5 0.1; 134.88540844 44.88540844 30.11459156 30.11459156; 0.102 0.102 0.102 0.102
0.5 0.1; 134.82811266 44.82811266 30.17188734 30.17188734; 0.103 0.103 0.103 0.103
0.5 0.1; 134.77081688 44.77081688 30.22918312 30.22918312; 0.104 0.104 0.104 0.104
0.5 0.1; 134.7135211 44.7135211 30.2864789 30.2864789; 0.105 0.105 0.105 0.105
0.5 0.1; 134.65622532 44.65622532 30.34377468 30.34377468; 0.106 0.106 0.106 0.106
0.5 0.1; 134.59892954 44.59892954 30.40107046 30.40107046; 0.107 0.107 0.107 0.10697089
0.5 0.1; 134.54163376 44.54163376 30.45836624 30.45836624; 0.108 0.108 0.108 0.10697089
0.5 0.1; 134.48433798 44.48433798 30.51566202 30.51566202; 0.109 0.109 0.109 0.10697089
0.5 0.1; 134.4270422 44.4270422 30.5729578 30.5729578; 0.11 0.11 0.11 0.10697089
0.5 0.1; 134.36974643 44.36974643 30.63025357 30.63025357; 0.111 0.111 0.111 0.10697089
0.5 0.1; 134.31245065 44.31245065 30.68754935 30.68754935; 0.112 0.112 0.112 0.10697089
0.5 0.1; 134.25515487 44.25515487 30.74484513 30.74484513; 0.113 0.113 0.113 0.10697089
0.5 0.1; 134.19785909 44.19785909 30.80214091 30.80214091; 0.114 0.114 0.114 0.10697089
0.5 0.1; 134.14056331 44.14056331 30.85943669 30.85943669; 0.115 0.115 0.115 0.10697089
0.5 0.1; 134.08326753 44.08326753 30.91673247 30.91673247; 0.116 0.116 0.116 0.10697089
0.5 0.1; 134.02597175 44.02597175 30.97402825 30.97402825; 0.117 0.117 0.117 0.10697089
0.5 0.1; 133.96867597 43.96867597 31.03132403 31.03132403; 0.118 0.118 0.118 0.10697089
0.5 0.1; 133.91138019 43.91138019 31.08861981 31.08861981; 0.119 0.119 0.119 0.10697089
0.5 0.1; 133.85408441 43.85408441 31.14591559 31.14591559; 0.12 0.12 0.12 0.10697089
0.5 0.1; 133.79678863 43.79678863 31.20321137 31.20321137; 0.121 0.121 0.121 0.10697089
0.5 0.1; 133.73949285 43.73949285 31.26050715 31.26050715; 0.12136103 0.122 0.122 0.10697089
0.5 0.1; 133.68219707 43.68219707 31.31780293 31.31780293; 0.12136103 0.123 0.123 0.10697089
0.5 0.1; 133.62490129 43.62490129 31.37509871 31.37509871; 0.12136103 0.124 0.124 0.10697089
0.5 0.1; 133.56760551 43.56760551 31.43239449 31.43239449; 0.12136103 0.125 0.125 0.10697089
0.5 0.1; 133.51030973 43.51030973 31.48969027 31.48969027; 0.12136103 0.12572991 0.126 0.10697089
0.5 0.1; 133.45301395 43.45301395 31.54698605 31.54698605; 0.12136103 0.12572991 0.127 0.10697089
0.5 0.1; 133.39571817 43.39571817 31.60428183 31.60428183; 0.12136103 0.12572991 0.128 0.10697089
0.5 0.1; 133.33842239 43.33842239 31.66157761 31.66157761; 0.12136103 0.12572991 0.12862206 0.10697089
0.5 0.1; 133.28112661 43.28112661 31.71887339 31.71887339; 0.12136103 0.12572991 0.12862206 0.10697089
0.5 0.1; 133.22383084 43.22383084 31.77616916 31.77616916; 0.12136103 0.12572991 0.12862206 0.10697089
0.5 0.1; 133.16653506 43.16653506 31.83346494 31.83346494; 0.12136103 0.12572991 0.12862206 0.10697089
0.5 0.1; 133.10923928 43.10923928 31.89076072 31.89076072; 0.12136103 0.12572991 0.12862206 0.10697089
0.5 0.1; 133.0519435 43.0519435 31.9480565 31.9480565; 0.12136103 0.12572991 0.12862206 0.10697089
0.5 0.1; 132.99464772 42.99464772 32.00535228 32.00535228; 0.12136103 0.12572991 0.12862206 0.10697089
0.5 0.1; 132.93735194 42.93735194 32.06264806 32.06264806; 0.12136103 0.12572991 0.12862206 0.10697089
0.5 0.1; 132.88005616 42.88005616 32.11994384 32.11994384; 0.12136103 0.12572991 0.12862206 0.10697089
0.5 0.1; 132.82276038 42.82276038 32.17723962 32.17723962; 0.12136103 0.12572991 0.12862206 0.10697089
0.5 0.1; 132.7654646 42.7654646 32.2345354 32.2345354; 0.12136103 0.12572991 0.12862206 0.10697089
0.5 0.1; 132.70816882 42.70816882 32.29183118 32.29183118; 0.12136103 0.12572991 0.12862206 0.10697089
0.5 0.1; 132.65087304 42.65087304 32.34912696 32.34912696; 0.12136103 0.12572991 0.12862206 0.10697089
0.5 0.1; 132.59357726 42.59357726 32.40642274 32.40642274; 0.12136103 0.12572991 0.12862206 0.10697089
0.5 0.1; 132.53628148 42.53628148 32.46371852 32.46371852; 0.12136103 0.12572991 0.12862206 0.10697089
0.5 0.1; 132.4789857 42.4789857 32.5210143 32.5210143; 0.12136103 0.12572991 0.12862206 0.10697089
0.5 0.1; 132.42168992 42.42168992 32.57831008 32.57831008; 0.12136103 0.12572991 0.12862206 0.10697089
0.5 0.1; 132.36439414 42.36439414 32.63560586 32.63560586; 0.12136103 0.12572991 0.12862206 0.10697089
0.5 0.1; 132.30709836 42.30709836 32.69290164 32.69290164; 0.12136103 0.12572991 0.12862206 0.10697089
0.5 0.1; 132.24980258 42.24980258 32.75019742 32.75019742; 0.12136103 0.12572991 0.12862206 0.10697089
0.5 0.1; 132.1925068 42.1925068 32.8074932 32.8074932; 0.12136103 0.12572991 0.12862206 0.10697089
0.5 0.1; 132.13521102 42.13521102 32.86478898 32.86478898; 0.12136103 0.12572991 0.12862206 0.10697089
0.5 0.1; 132.07791524 42.07791524 32.92208476 32.92208476; 0.12136103 0.12572991 0.12862206 0.10697089
0.5 0.1; 132.02061947 42.02061947 32.97938053 32.97938053; 0.12136103 0.12572991 0.12862206 0.10697089
0.5 0.1; 131.96332369 41.96332369 33.03667631 33.03667631; 0.12136103 0.12572991 0.12862206 0.10697089
0.5 0.1; 131.90602791 41.90602791 33.09397209 33.09397209; 0.12136103 0.12572991 0.12862206 0.10697089
0.5 0.1; 131.84873213 41.84873213 33.15126787 33.15126787; 0.12136103 0.12572991 0.12862206 0.10697089
0.5 0.1; 131.79143635 41.79143635 33.20856365 33.20856365; 0.12136103 0.12572991 0.12862206 0.10697089
0.5 0.1; 131.73414057 41.73414057 33.26585943 33.26585943; 0.12136103 0.12572991 0.12862206 0.10697089
0.5 0.1; 131.67684479 41.67684479 33.32315521 33.32315521; 0.12136103 0.12572991 0.12862206 0.10697089
0.5 0.1; 131.61954901 41.61954901 33.38045099 33.38045099; 0.12136103 0.12572991 0.12862206 0.10697089
0.5 0.1; 131.56225323 41.56225323 33.43774677 33.43774677; 0.12136103 0.12572991 0.12862206 0.10697089
0.5 0.1; 131.50495745 41.50495745 33.49504255 33.49504255; 0.12136103 0.12572991 0.12862206 0.10697089
0.5 0.1; 131.44766167 41.44766167 33.55233833 33.55233833; 0.12136103 0.12572991 0.12862206 0.10697089
0.5 0.1; 131.39036589 41.39036589 33.60963411 33.60963411; 0.12136103 0.12572991 0.12862206 0.10697089
0.5 0.1; 131.33307011 41.33307011 33.66692989 33.66692989; 0.12136103 0.12572991 0.12862206 0.10697089
0.5 0.1; 131.27577433 41.27577433 33.72422567 33.72422567; 0.12136103 0.12572991 0.12862206 0.10697089
0.5 0.1; 131.21847855 41.21847855 33.78152145 33.78152145; 0.12136103 0.12572991 0.12862206 0.10697089
0.5 0.1; 131.16118277 41.16118277 33.83881723 33.83881723; 0.12136103 0.12572991 0.12862206 0.10697089
0.5 0.1; 131.10388699 41.10388699 33.89611301 33.89611301; 0.12136103 0.12572991 0.12862206 0.10697089
0.5 0.1; 131.04659121 41.04659121 33.95340879 33.95340879; 0.12136103 0.12572991 0.12862206 0.10697089
0.5 0.1; 130.98929543 40.98929543 34.01070457 34.01070457; 0.12136103 0.12572991 0.12862206 0.10697089
0.5 0.1; 130.93199965 40.93199965 34.06800035 34.06800035; 0.12136103 0.12572991 0.12862206 0.10697089
0.5 0.1; 130.87470388 40.87470388 34.12529612 34.12529612; 0.12136103 0.12572991 0.12862206 0.10697089
0.5 0.1; 130.8174081 40.8174081 34.1825919 34.1825919; 0.12136103 0.12572991 0.12862206 0.10697089
0.5 0.1; 130.76011232 40.76011232 34.23988768 34.23988768; 0.12136103 0.12572991 0.12862206 0.10697089
0.5 0.1; 130.70281654 40.70281654 34.29718346 34.29718346; 0.12136103 0.12572991 0.12862206 0.10697089
0.5 0.1; 130.64552076 40.64552076 34.35447924 34.35447924; 0.12136103 0.12572991 0.12862206 0.10697089
0.5 0.1; 130.58822498 40.58822498 34.41177502 34.41177502; 0.12136103 0.12572991 0.12862206 0.10697089
0.5 0.1; 130.5309292 40.5309292 34.4690708 34.4690708; 0.12136103 0.12572991 0.12862206 0.10697089
0.5 0.1; 130.47363342 40.47363342 34.52636658 34.52636658; 0.12136103 0.12572991 0.12862206 0.10697089
0.5 0.1; 130.41633764 40.41633764 34.58366236 34.58366236; 0.12136103 0.12572991 0.12862206 0.10697089
0.5 0.1; 130.35904186 40.35904186 34.64095814 34.64095814; 0.12136103 0.12572991 0.12862206 0.10697089
0.5 0.1; 130.30174608 40.30174608 34.69825392 34.69825392; 0.12136103 0.12572991 0.12862206 0.10697089
0.5 0.1; 130.2444503 40.2444503 34.7555497 34.7555497; 0.12136103 0.12572991 0.12862206 0.10697089
0.5 0.1; 130.18715452 40.18715452 34.81284548 34.81284548; 0.12136103 0.12572991 0.12862206 0.10697089
