0.4 0.1; 135.0 45.0 30.0 30.0; 0.1 0.1 0.1 0.1
0.4 0.1; 134.94270422 45.05729578 29.94270422 30.05729578; 0.101 0.101 0.101 0.101
0.4 0.1; 134.88540844 45.11459156 29.88540844 30.11459156; 0.102 0.102 0.102 0.102
0.4 0.1; 134.82811266 45.17188734 29.82811266 30.17188734; 0.103 0.103 0.103 0.103
0.4 0.1; 134.77081688 45.22918312 29.77081688 30.22918312; 0.104 0.104 0.104 0.104
0.4 0.1; 134.7135211 45.2864789 29.7135211 30.2864789; 0.105 0.105 0.105 0.105
0.4 0.1; 134.65622532 45.34377468 29.65622532 30.34377468; 0.106 0.106 0.106 0.106
0.4 0.1; 134.59892954 45.40107046 29.59892954 30.40107046; 0.107 0.107 0.107 0.107
0.4 0.1; 134.54163376 45.45836624 29.54163376 30.45836624; 0.108 0.108 0.108 0.108
0.4 0.1; 134.48433798 45.51566202 29.48433798 30.51566202; 0.109 0.109 0.109 0.109
0.4 0.1; 134.4270422 45.5729578 29.4270422 30.5729578; 0.11 0.11 0.11 0.11
0.4 0.1; 134.36974643 45.63025357 29.36974643 30.63025357; 0.111 0.111 0.111 0.111
0.4 0.1; 134.31245065 45.68754935 29.31245065 30.68754935; 0.112 0.112 0.112 0.112
0.4 0.1; 134.25515487 45.74484513 29.25515487 30.74484513; 0.113 0.113 0.113 0.113
0.4 0.1; 134.19785909 45.80214091 29.19785909 30.80214091; 0.114 0.114 0.114 0.114
0.4 0.1; 134.14056331 45.85943669 29.14056331 30.85943669; 0.115 0.115 0.115 0.115
0.4 0.1; 134.08326753 45.91673247 29.08326753 30.91673247; 0.11517865 0.116 0.116 0.116
0.4 0.1; 134.02597175 45.97402825 29.02597175 30.97402825; 0.11517865 0.117 0.117 0.117
0.4 0.1; 133.96867597 46.03132403 28.96867597 31.03132403; 0.11517865 0.118 0.118 0.118
0.4 0.1; 133.91138019 46.08861981 28.91138019 31.08861981; 0.11517865 0.119 0.119 0.119
0.4 0.1; 133.85408441 46.14591559 28.85408441 31.14591559; 0.11517865 0.12 0.12 0.12
0.4 0.1; 133.79678863 46.20321137 28.79678863 31.20321137; 0.11517865 0.121 0.12014407 0.121
0.4 0.1; 133.73949285 46.26050715 28.73949285 31.26050715; 0.11517865 0.122 0.12014407 0.122
0.4 0.1; 133.68219707 46.31780293 28.68219707 31.31780293; 0.11517865 0.123 0.12014407 0.123
0.4 0.1; 133.62490129 46.37509871 28.62490129 31.37509871; 0.11517865 0.124 0.12014407 0.124
0.4 0.1; 133.56760551 46.43239449 28.56760551 31.43239449; 0.11517865 0.12402007 0.12014407 0.125
0.4 0.1; 133.51030973 46.48969027 28.51030973 31.48969027; 0.11517865 0.12402007 0.12014407 0.126
0.4 0.1; 133.45301395 46.54698605 28.45301395 31.54698605; 0.11517865 0.12402007 0.12014407 0.127
0.4 0.1; 133.39571817 46.60428183 28.39571817 31.60428183; 0.11517865 0.12402007 0.12014407 0.128
0.4 0.1; 133.33842239 46.66157761 28.33842239 31.66157761; 0.11517865 0.12402007 0.12014407 0.129
0.4 0.1; 133.28112661 46.71887339 28.28112661 31.71887339; 0.11517865 0.12402007 0.12014407 0.13
0.4 0.1; 133.22383084 46.77616916 28.22383084 31.77616916; 0.11517865 0.12402007 0.12014407 0.131
0.4 0.1; 133.16653506 46.83346494 28.16653506 31.83346494; 0.11517865 0.12402007 0.12014407 0.132
0.4 0.1; 133.10923928 46.89076072 28.10923928 31.89076072; 0.11517865 0.12402007 0.12014407 0.133
0.4 0.1; 133.0519435 46.9480565 28.0519435 31.9480565; 0.11517865 0.12402007 0.12014407 0.134
0.4 0.1; 132.99464772 47.00535228 27.99464772 32.00535228; 0.11517865 0.12402007 0.12014407 0.135
0.4 0.1; 132.93735194 47.06264806 27.93735194 32.06264806; 0.11517865 0.12402007 0.12014407 0.136
0.4 0.1; 132.88005616 47.11994384 27.88005616 32.11994384; 0.11517865 0.12402007 0.12014407 0.137
0.4 0.1; 132.82276038 47.17723962 27.82276038 32.17723962; 0.11517865 0.12402007 0.12014407 0.138
0.4 0.1; 132.7654646 47.2345354 27.7654646 32.2345354; 0.11517865 0.12402007 0.12014407 0.139
0.4 0.1; 132.70816882 47.29183118 27.70816882 32.29183118; 0.11517865 0.12402007 0.12014407 0.14
0.4 0.1; 132.65087304 47.34912696 27.65087304 32.34912696; 0.11517865 0.12402007 0.12014407 0.141
0.4 0.1; 132.59357726 47.40642274 27.59357726 32.40642274; 0.11517865 0.12402007 0.12014407 0.142
0.4 0.1; 132.53628148 47.46371852 27.53628148 32.46371852; 0.11517865 0.12402007 0.12014407 0.143
0.4 0.1; 132.4789857 47.5210143 27.4789857 32.5210143; 0.11517865 0.12402007 0.12014407 0.144
0.4 0.1; 132.42168992 47.57831008 27.42168992 32.57831008; 0.11517865 0.12402007 0.12014407 0.145
0.4 0.1; 132.36439414 47.63560586 27.36439414 32.63560586; 0.11517865 0.12402007 0.12014407 0.146
0.4 0.1; 132.30709836 47.69290164 27.30709836 32.69290164; 0.11517865 0.12402007 0.12014407 0.14634735
0.4 0.1; 132.24980258 47.75019742 27.24980258 32.75019742; 0.11517865 0.12402007 0.12014407 0.14634735
0.4 0.1; 132.1925068 47.8074932 27.1925068 32.8074932; 0.11517865 0.12402007 0.12014407 0.14634735
0.4 0.1; 132.13521102 47.86478898 27.13521102 32.86478898; 0.11517865 0.12402007 0.12014407 0.14634735
0.4 0.1; 132.07791524 47.92208476 27.07791524 32.92208476; 0.11517865 0.12402007 0.12014407 0.14634735
0.4 0.1; 132.02061947 47.97938053 27.02061947 32.97938053; 0.11517865 0.12402007 0.12014407 0.14634735
0.4 0.1; 131.96332369 48.03667631 26.96332369 33.03667631; 0.11517865 0.12402007 0.12014407 0.14634735
0.4 0.1; 131.90602791 48.09397209 26.90602791 33.09397209; 0.11517865 0.12402007 0.12014407 0.14634735
0.4 0.1; 131.84873213 48.15126787 26.84873213 33.15126787; 0.11517865 0.12402007 0.12014407 0.14634735
0.4 0.1; 131.79143635 48.20856365 26.79143635 33.20856365; 0.11517865 0.12402007 0.12014407 0.14634735
0.4 0.1; 131.73414057 48.26585943 26.73414057 33.26585943; 0.11517865 0.12402007 0.12014407 0.14634735
0.4 0.1; 131.67684479 48.32315521 26.67684479 33.32315521; 0.11517865 0.12402007 0.12014407 0.14634735
0.4 0.1; 131.61954901 48.38045099 26.61954901 33.38045099; 0.11517865 0.12402007 0.12014407 0.14634735
0.4 0.1; 131.56225323 48.43774677 26.56225323 33.43774677; 0.11517865 0.12402007 0.12014407 0.14634735
0.4 0.1; 131.50495745 48.49504255 26.50495745 33.49504255; 0.11517865 0.12402007 0.12014407 0.14634735
