0.4 0.1; 135.0 45.0 30.0 30.0; 0.1 0.1 0.1 0.1
0.4 0.1; 134.94270422 44.94270422 30.05729578 29.94270422; 0.101 0.101 0.101 0.101
0.4 0.1; 134.88540844 44.88540844 30.11459156 29.88540844; 0.102 0.102 0.102 0.102
0.4 0.1; 134.82811266 44.82811266 30.17188734 29.82811266; 0.103 0.103 0.103 0.103
0.4 0.1; 134.77081688 44.77081688 30.22918312 29.77081688; 0.104 0.104 0.104 0.104
0.4 0.1; 134.7135211 44.7135211 30.2864789 29.7135211; 0.105 0.105 0.105 0.105
0.4 0.1; 134.65622532 44.65622532 30.34377468 29.65622532; 0.106 0.106 0.106 0.106
0.4 0.1; 134.59892954 44.59892954 30.40107046 29.59892954; 0.10651329 0.107 0.107 0.107
0.4 0.1; 134.54163376 44.54163376 30.45836624 29.54163376; 0.10651329 0.108 0.10792705 0.108
0.4 0.1; 134.48433798 44.48433798 30.51566202 29.48433798; 0.10651329 0.109 0.10792705 0.109
0.4 0.1; 134.4270422 44.4270422 30.5729578 29.4270422; 0.10651329 0.11 0.10792705 0.11
0.4 0.1; 134.36974643 44.36974643 30.63025357 29.36974643; 0.10651329 0.111 0.10792705 0.111
0.4 0.1; 134.31245065 44.31245065 30.68754935 29.31245065; 0.10651329 0.112 0.10792705 0.112
0.4 0.1; 134.25515487 44.25515487 30.74484513 29.25515487; 0.10651329 0.113 0.10792705 0.113
0.4 0.1; 134.19785909 44.19785909 30.80214091 29.19785909; 0.10651329 0.11332465 0.10792705 0.114
0.4 0.1; 134.14056331 44.14056331 30.85943669 29.14056331; 0.10651329 0.11332465 0.10792705 0.115
0.4 0.1; 134.08326753 44.08326753 30.91673247 29.08326753; 0.10651329 0.11332465 0.10792705 0.116
0.4 0.1; 134.02597175 44.02597175 30.97402825 29.02597175; 0.10651329 0.11332465 0.10792705 0.117
0.4 0.1; 133.96867597 43.96867597 31.03132403 28.96867597; 0.10651329 0.11332465 0.10792705 0.118
0.4 0.1; 133.91138019 43.91138019 31.08861981 28.91138019; 0.10651329 0.11332465 0.10792705 0.119
